med_display_name,rxnorm_concat,med_dose_unit_desc,ingredient_concept_id,variable_name
tobramycin (NEBCIN) 260 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
"gentamicin (GARAMYCIN) 80 mg in 0.9 % NaCl 1,000 mL irrigation",| 486515 | 1870650 |,mg,45892419,aminoglycosides
tobramycin (TOBREX) 1.4 % fortified ophthalmic solution,| 313415 |,drop,902722,aminoglycosides
tobramycin (TOBREX) ophthalmic solution 0.3%,| 313415 |,drop,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 570 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 750 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 567 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 150 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 370 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
gentamicin (GARAMYCIN) 490 mg in D5W 49 mL IV,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
"gentamicin 320 mg in 0.9 % NaCl 1,000 mL CHEST IRRIGATION",| 486515 | 1870650 |,ml/hr,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 780 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 410 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
gentamicin 20 MG/0.5 ML ophthalmic injection 100 mg,| 310466 |,ml,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 650 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
tobramycin (NEBCIN) 170 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
tobramycin (NEBCIN) 420 mg in D5W 42 mL IV,| 597823 | 1795621 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 720 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,aminoglycosides
"tobramycin (NEBCIN) injection 1,200 mg",| 7276 |,mg,902722,aminoglycosides
tobramycin (NEBCIN) 20 mg subconjunctival injection,| 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 420 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,aminoglycosides
"amikacin (AMIKIN) 1,050 mg in 0.9 % NaCl 100 mL IVPB",| 643 | 313002 |,mg/kg,1790868,aminoglycosides
gentamicin (GARAMYCIN) 0.3 % ophthalmic ointment 4 applicator,| 310466 |,applicator,45892419,aminoglycosides
gentamicin (GARAMYCIN) injection 60 mg,| 1870650 |,mg,45892419,aminoglycosides
tobramycin 20 MG/0.5 ML ophthalmic injection,| 313415 |,ml,902722,aminoglycosides
"amikacin (AMIKIN) 1,050 mg in D5W 21 mL IV syringe",| 643 | 1795621 |,mg,1790868,aminoglycosides
amikacin (AMIKIN) 650 mg in 0.9 % NaCl 100 mL IVPB,| 643 | 313002 |,mg/kg,1790868,aminoglycosides
tobramycin sulfate (NEBCIN) 290 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 490 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
tobramycin (NEBCIN) nebulizer solution 150 mg,| 348719 |,mg,902722,aminoglycosides
"amikacin (AMIKIN) 2,100 mg in D5W IVPB",| 643 | 1795621 |,mg,1790868,aminoglycosides
tobramycin sulfate (NEBCIN) 230 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 630 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
amikacin (AMIKIN) 400 mg in D5W IV,| 643 | 1795621 |,mg,1790868,aminoglycosides
amikacin (AMIKIN) 550 mg in 0.9 % NaCl 100 mL IVPB,| 643 | 313002 |,mg,1790868,aminoglycosides
gentamicin (GARAMYCIN) 450 mg in D5W 45 mL IV,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
tobramycin (NEBCIN) injection 80 mg,| 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 20 mg in 0.9 % NaCl 250 mL irrigation,| 486515 | 1870650 |,ml/hr,45892419,aminoglycosides
"amikacin (AMIKIN) 1,950 mg in 0.9 % NaCl 100 mL IVPB",| 643 | 313002 |,mg,1790868,aminoglycosides
"gentamicin (GARAMYCIN) 80 mg in 0.9 % NaCl 1,000 mL irrigation",| 486515 | 1870650 |,ml,45892419,aminoglycosides
gentamicin (GARAMYCIN) 550 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 755 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 560 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 360 mg in D5W IVPB,| 1795621 | 1870650 |,mg/kg,45892419,aminoglycosides
tobramycin (NEBCIN) 650 mg in D5W 65 mL IV,| 597823 | 1795621 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 80 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 300 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 460 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 510 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 380 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 621 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 580 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,aminoglycosides
amikacin (AMIKIN) 250 mg nebulizer solution 1 mL,| 643 |,mg,1790868,aminoglycosides
tobramycin sulfate (NEBCIN) 250 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
"amikacin (AMIKIN) 1,000 mg in D5W IV",| 643 | 1795621 |,mg,1790868,aminoglycosides
tobramycin-dexamethasone (TOBRADEX) ophthalmic ointment,| 309682 |,application,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 590 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
neomycin-polymyxin-dexamethasone (MAXITROL) ophthalmic ointment,| 309679 |,ml,915981,aminoglycosides
tobramycin-dexamethasone (TOBRADEX) suspension 1 drop,| 309683 |,drop,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 520 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
tobramycin-dexamethasone (TOBRADEX) suspension 2 drop,| 309683 |,drop,902722,aminoglycosides
"amikacin (AMIKIN) 1,750 mg in D5W IVPB",| 643 | 1795621 |,mg,1790868,aminoglycosides
tobramycin (NEBCIN) 50 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 240 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 580 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
gentamicin (GARAMYCIN) 720 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin (NEBCIN) 570 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
tobramycin (NEBCIN) 370 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 700 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
gentamicin (GARAMYCIN) 750 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 90 mg in D5W 9 mL IV,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 131 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 720 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 320 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin (NEBCIN) 450 mg in 0.9 % NaCl 45 mL IV syringe,| 313002 | 597823 |,mg,902722,aminoglycosides
amikacin (AMIKIN) 450 mg in 0.9 % NaCl 100 mL IVPB,| 643 | 313002 |,mg/kg,1790868,aminoglycosides
gentamicin (GARAMYCIN) 20 mg in 0.9 % NaCl 250 mL irrigation,| 486515 | 1870650 |,mg/hr,45892419,aminoglycosides
gentamicin (GARAMYCIN) 302 mg in D5W 30.2 mL IV syringe,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 449 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 380 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
tobramycin (NEBCIN) 476 mg in D5W 47.6 mL IV syringe,| 597823 | 1795621 |,mg,902722,aminoglycosides
tobramycin (NEBCIN) 800 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
amikacin (AMIKIN) 750 mg in D5W IVPB,| 643 | 1795621 |,mg,1790868,aminoglycosides
"amikacin (AMIKIN) 1,500 mg in D5W IVPB",| 643 | 1795621 |,mg,1790868,aminoglycosides
tobramycin sulfate (NEBCIN) 120 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
"amikacin (AMIKIN) 1,550 mg in 0.9 % NaCl 100 mL IVPB",| 643 | 313002 |,mg,1790868,aminoglycosides
gentamicin (GARAMYCIN) 440 mg in D5W 44 mL IV syringe,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 1.4 % ophthalmic solution 2 drop,| 310466 |,drop,45892419,aminoglycosides
tobramycin 0.014 % ophthalmic solution 1 drop,| 313415 |,drop,902722,aminoglycosides
gentamicin (GARAMYCIN) 780 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin (NEBCIN) 430 mg in 0.9 % NaCl 43 mL IV syringe,| 313002 | 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 795 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) injection 120 mg,| 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 300 mg in D5W IVPB,| 1795621 | 1870650 |,mg/kg,45892419,aminoglycosides
gentamicin (GARAMYCIN) injection 250 mg,| 1870650 |,mg,45892419,aminoglycosides
tobramycin (TOBREX) 1.4 % ophthalmic solution 2 drop,| 313415 |,drop,902722,aminoglycosides
amikacin (AMIKIN) 892 mg in D5W IVPB,| 643 | 1795621 |,mg,1790868,aminoglycosides
tobramycin sulfate (NEBCIN) 790 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
"amikacin (AMIKIN) 1,200 mg in D5W IVPB",| 643 | 1795621 |,mg,1790868,aminoglycosides
"neomycin oral liquid 1,110 mg",| 866042 |,mg,915981,aminoglycosides
tobramycin sulfate (NEBCIN) 480 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 280 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 0.1 % cream,| 197735 |,application,45892419,aminoglycosides
gentamicin-nystatin-polymyxin B (BOWEL DECONTAMINATION) oral liquid 10 mL,| 1870650 |,ml,45892419,aminoglycosides
gentamicin (GARAMYCIN) 770 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 576 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,aminoglycosides
neomycin-polymyxin-hydrocortisone (CORTISPORIN) otic suspension 2 drop,| 310687 |,drop,915981,aminoglycosides
gentamicin (GARAMYCIN) 520 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,aminoglycosides
tobramycin (NEBCIN) 160 mg in D5W 16 mL IV,| 597823 | 1795621 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) IVPB,| 1870650 |,mg,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 900 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
amikacin (AMIKIN) 732 mg in D5W 14.64 mL IV syringe,| 643 | 1795621 |,mg,1790868,aminoglycosides
gentamicin (GARAMYCIN) 480 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,aminoglycosides
"gentamicin (GARAMYCIN) 160 mg in 0.9 % NaCl 1,000 mL irrigation",| 486515 | 1870650 |,mg/ml,45892419,aminoglycosides
amikacin (AMIKIN) 800 mg in 0.9 % NaCl 100 mL IVPB,| 643 | 313002 |,mg/kg,1790868,aminoglycosides
gentamicin (GARAMYCIN) 500 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin (NEBCIN) 380 mg in D5W IVPB,| 597823 | 1795621 |,mg/kg,902722,aminoglycosides
gentamicin (GARAMYCIN) 450 mg in 0.9 % NaCl 100 mL,| 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 440 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 160 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin (NEBCIN) 300 mg in D5W 30 mL IV,| 597823 | 1795621 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 100 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 340 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 80 mg in 0.9 % NaCl 60 mL irrigation,| 486515 | 1870650 |,ml/hr,45892419,aminoglycosides
amikacin (AMIKIN) 2 % ophthalmic solution,| 643 |,drop,1790868,aminoglycosides
gentamicin (GARAMYCIN) 417 mg in D5W 41.7 mL IV,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 350 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 430 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
"amikacin (AMIKIN) 1,300 mg in 0.9 % NaCl 100 mL IVPB",| 643 | 313002 |,mg,1790868,aminoglycosides
gentamicin (GARAMYCIN) 730 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
neomycin-bacitracin-polymyxin (NEOSPORIN) ointment 1 packet,| 1359363 |,mg,915981,aminoglycosides
Inv amikacin or placebo 100mg/ml neb solution,| 643 |,ml,1790868,aminoglycosides
gentamicin (GARAMYCIN) 20 mg in 0.9 % NaCl 40 mL,| 239204 | 313002 |,ml/hr,45892419,aminoglycosides
tobramycin (NEBCIN) 480 mg in 0.9 % NaCl IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 301 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
amikacin (AMIKIN) 350 mg in D5W IVPB,| 643 | 1795621 |,mg,1790868,aminoglycosides
gentamicin 20 MG/0.5 ML ophthalmic injection 20 mg,| 310466 |,ml,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 570 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
gentamicin (GARAMYCIN) 70 mg in D5W IVPB,| 1795621 | 1870650 |,mg/kg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 450 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
gentamicin 20 MG/0.5 ML ophthalmic injection,| 310466 |,ml,45892419,aminoglycosides
tobramycin (NEBCIN) 390 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
"amikacin (AMIKIN) 1,300 mg in D5W IVPB",| 643 | 1795621 |,mg/kg,1790868,aminoglycosides
neomycin-bacitracin-polymyxin (NEOSPORIN) ointment 1 application,| 1359363 |,packet,915981,aminoglycosides
tobramycin (NEBCIN) 330 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
tobramycin (NEBCIN) 580 mg in 0.9 % NaCl 58 mL IV *SPECIAL DILUENT* BAG Please,| 313002 | 597823 |,mg,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 610 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
"amikacin (AMIKIN) 1,090 mg in D5W IVPB",| 643 | 1795621 |,mg,1790868,aminoglycosides
gentamicin (GARAMYCIN) 535 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 460 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 220 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
tobramycin-dexamethasone (TOBRADEX) ophthalmic suspension 1 drop,| 309683 |,drop,902722,aminoglycosides
"gentamicin 80 mg in 0.9 % NaCl 1,000 mL **CHEST IRRIGATION**",| 486515 | 1870650 |,mg,45892419,aminoglycosides
vancomycin 15 mg-gentamicin 3 mg-sodium citrate 4% lock flush syringe 9 mL,| 1870650 |,ml,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 210 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 80 mg in sterile water 60 mL,| 107129 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 400 mg in D5W IVPB,| 1795621 | 1870650 |,mg/kg,45892419,aminoglycosides
amikacin (AMIKIN) 200 mg in D5W IV,| 643 | 1795621 |,mg,1790868,aminoglycosides
tobramycin (NEBCIN) 285 mg in D5W 28.5 mL IV syringe,| 597823 | 1795621 |,mg,902722,aminoglycosides
"amikacin (AMIKIN) 1,100 mg in D5W 22 mL IV syringe",| 643 | 1795621 |,mg,1790868,aminoglycosides
"amikacin (AMIKIN) 1,400 mg in 0.9 % NaCl 100 mL IVPB",| 643 | 313002 |,mg/kg,1790868,aminoglycosides
neomycin oral liquid 581 mg,| 866042 |,mg,915981,aminoglycosides
gentamicin (GARAMYCIN) 430 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
neomycin-bacitracin-polymyxin (NEOSPORIN) ointment,| 1359363 |,tube,915981,aminoglycosides
gentamicin (GARAMYCIN) IVPB 100 mg,| 197736 |,mg,45892419,aminoglycosides
tobramycin (NEBCIN) 230 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
tobramycin sulfate (NEBCIN) 160 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 191 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,aminoglycosides
"gentamicin 160 mg in 0.9 % NaCl 1,000 mL **CHEST IRRIGATION**",| 486515 | 1870650 |,ml/hr,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 700 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
tobramycin (NEBCIN) 560 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 141 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin (NEBCIN) 540 mg in D5W IVPB,| 597823 | 1795621 |,mg/kg,902722,aminoglycosides
neomycin-polymyxin-dexamethasone (MAXITROL) ophthalmic ointment,| 309679 |,application,915981,aminoglycosides
neomycin-bacitracin-polymyxin (NEOSPORIN) ointment,| 1359363 |,%,915981,aminoglycosides
tobramycin (NEBCIN) 280 mg in D5W 28 mL IV,| 597823 | 1795621 |,mg,902722,aminoglycosides
tobramycin (NEBCIN) 470 mg in D5W 47 mL IV,| 597823 | 1795621 |,mg,902722,aminoglycosides
neomycin-bacitracin-polymyxin (NEOSPORIN) ointment,| 1359363 |,inch,915981,aminoglycosides
gentamicin (GARAMYCIN) 560 mg in D5W 56 mL IV,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 250 mg in 0.9 % NaCl 100 mL IVPB,| 1870650 |,mg,45892419,aminoglycosides
amikacin (AMIKIN) 400 mg in D5W IVPB,| 643 | 1795621 |,ml/hr,1790868,aminoglycosides
"amikacin (AMIKIN) 1,150 mg in D5W IVPB",| 643 | 1795621 |,mg,1790868,aminoglycosides
neomycin-polymyxin-hydrocortisone (CORTISPORIN) otic suspension 4 drop,| 310687 |,drop,915981,aminoglycosides
neomycin-polymyxin-hydrocortisone (CORTISPORIN) otic suspension 3 drop,| 310687 |,drop,915981,aminoglycosides
tobramycin (TOBREX) 0.3 % ophthalmic ointment,| 313414 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 450 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 410 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg/kg,902722,aminoglycosides
"amikacin (AMIKIN) 1,850 mg in 0.9 % NaCl 100 mL IVPB",| 643 | 313002 |,mg,1790868,aminoglycosides
amikacin (AMIKIN) 1.2 mg in 0.9 % NaCl 0.3 mL ophthalmic injection,| 643 | 313002 |,mg,1790868,aminoglycosides
tobramycin sulfate (NEBCIN) 465 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 350 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
"amikacin (AMIKIN) 1,150 mg in 0.9 % NaCl 100 mL IVPB",| 643 | 313002 |,mg/kg,1790868,aminoglycosides
tobramycin sulfate (NEBCIN) 390 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) injection 90 mg,| 1870650 |,mg,45892419,aminoglycosides
neomycin-bacitracin-polymyxin (NEOSPORIN) ointment 0.5 inch,| 1359363 |,inch,915981,aminoglycosides
gentamicin (GARAMYCIN) 440 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,aminoglycosides
vancomycin 15 mg-gentamicin 3 mg-sodium citrate 4% lock flush syringe 4 mL,| 1870650 |,ml,45892419,aminoglycosides
neomycin-colistin-hydrocortisone-thonzonium (COLY-MYCIN S) otic suspension 4 drop,| 854992 |,drop,915981,aminoglycosides
tobramycin (TOBREX) 0.3 % ophthalmic ointment,| 313414 |,applicator,902722,aminoglycosides
gentamicin (GARAMYCIN) 0.1 % cream,| 197735 |,mg/m2/hr,45892419,aminoglycosides
gentamicin (GARAMYCIN) 670 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) injection 400 mg,| 1870650 |,mg,45892419,aminoglycosides
tobramycin (NEBCIN) 270 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
tobramycin (TOBREX) 0.3 % ophthalmic solution 2 drop,| 313415 |,drop,902722,aminoglycosides
tobramycin (NEBCIN) 430 mg in 0.9 % NaCl IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 360 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
neomycin-bacitracin-polymyxin (NEOSPORIN) ointment,| 1359363 |,pack,915981,aminoglycosides
"amikacin (AMIKIN) 2,000 mg in 0.9 % NaCl 100 mL IVPB",| 643 | 313002 |,mg,1790868,aminoglycosides
gentamicin (GARAMYCIN) 510 mg in D5W 51 mL IV,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
neomycin-polymyxin-dexamethamethasone (MAXITROL) 3.5-10000-0.1 ophthalmic suspension 1 drop,| 309680 |,drop,915981,aminoglycosides
"amikacin (AMIKIN) 1,600 mg in 0.9 % NaCl 100 mL IVPB",| 643 | 313002 |,mg,1790868,aminoglycosides
tobramycin (NEBCIN) 530 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
tobramycin (NEBCIN) 340 mg in D5W IVPB,| 597823 | 1795621 |,mg/kg,902722,aminoglycosides
gentamicin (GARAMYCIN) 370 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 0.3 % ophthalmic ointment 0.5 inch,| 310466 |,inch,45892419,aminoglycosides
tobramycin (NEBCIN) 600 mg in D5W 60 mL IV,| 597823 | 1795621 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 520 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 159 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
gentamicin (GARAMYCIN) 40 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg,45892419,aminoglycosides
tobramycin sulfate (NEBCIN) 200 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 597823 |,mg,902722,aminoglycosides
tobramycin (NEBCIN) 720 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
gentamicin (GARAMYCIN) 370 mg in D5W IVPB,| 1795621 | 1870650 |,mg,45892419,aminoglycosides
neomycin-bacitracin-polymyxin (NEOSPORIN) ointment 1 application,| 1359363 |,mg,915981,aminoglycosides
neomycin-bacitracin-polymyxin (NEOSPORIN) ointment,| 1359363 |,packet,915981,aminoglycosides
gentamicin (GARAMYCIN) 0.1 % cream 1 application,| 197735 |,application,45892419,aminoglycosides
gentamicin (GARAMYCIN) 570 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 1870650 |,mg/kg,45892419,aminoglycosides
tobramycin (NEBCIN) 210 mg in D5W IVPB,| 597823 | 1795621 |,mg,902722,aminoglycosides
